m1 m2 m3 a_pc e b_pc phi theta psi f v_km_s Ecc_Anomaly t_coal_yr OUTCOME MERGE 2gBBH TRIPLE
41.66153561997668 24.942320313245474 79.45330646034554 0.0008766832252206 0.339035572675 0.0045469607671613 6.25360484391 1.5842747662923302 0.847323097515 -1.1588581520834758 6.869646345588295 5.42134992452 3.188641959741354e+21 2 0 0 0
37.35590798253565 34.977420056431214 69.94009006045518 8.03308439949664e-06 0.71181925896 0.0004165039318622 3.86697325202 1.2990288639633998 4.84467535072 2.7439115553613163 3.289102542714946 2.22857250157 2159192288192.984 1 2 0 0
36.83820995271382 40.84330685470785 93.16749191170808 1.2279389288500578e-05 0.532291799171 0.0001885181112281 3.87159987766 2.218609979725693 2.59128527079 2.6175854827529803 10.24428477907948 2.23781071254 34479810020927.98 2 0 0 0
18.353417216132467 24.45323430553284 70.51375333573534 0.0004393363524548 0.979726022828 0.0016341318673227 2.16921145174 0.9626067242153384 0.358409934091 -3.105549459159436 8.219545281885225 3.49410408211 2.048095262976634e+16 1 0 0 0
34.920401396612014 24.26886413342111 60.81055495594662 0.0002781896932434 0.7242527682619251 0.0051678209174324 3.4733604937615232 0.2858978346507284 4.542115306549119 2.8272506221032234 2.637801044839017 2.386982927797362 5.161646037975786e+18 1 0 0 0
133.9643670260467 42.34142083758788 86.96431743169755 3.1707123914789083e-06 0.388461436535 0.0001784966698034 2.61188292112 1.1379871524916392 2.93729354449 1.0621512475722803 8.113053037311612 0.743379926775 32562093260.02766 0 2 0 0
19.275756560913884 33.266261570069794 135.51010524367172 0.0008006768039491 0.111597607011 0.0075219481657392 6.16184136272 2.364292910374689 3.64924180666 -0.2967640646422059 4.353607778181134 6.01749191876 6.768919744747554e+21 0 0 0 0
49.37219553473328 38.76246603372081 69.72856278924847 4.282738515580195e-06 0.8039030551318899 0.0001866063165423 5.150679552301524 1.1308613320363008 0.9240102426912772 3.0567244154242434 11.251348975005412 2.88544320629444 31730642431.622776 1 2 0 0
83.99255880729358 30.05457090122853 86.16793827235587 7.142271781555257e-05 0.234191020342 0.0006888051254616 0.438887769715 1.4258185196382962 0.607969080205 1.5347702155847531 9.57267821396487 1.29953262396 4.277275674609377e+16 1 0 0 0
35.679495110045224 41.718655375454496 71.03297535674334 1.061220164109194e-06 0.878265478456 5.899304838129368e-05 4.36570642701 1.1154024586794304 0.197117998566 -3.040242747766339 7.279447841494456 3.53488707962 40498600.95945159 2 2 0 0
